ID,RegistrationDate,District,same_as_wikidata_distrito,Hood,same_as_wikidata_hood,HoodCanonized,Street,same_as_wikidata_street,StreetCanonized,Direction,DirectionCanonized,Number,Company,same_as_wikidata_company,Places,Longitude,Latitude
65,2014-06-26T00:00:00Z,Retiro,https://www.wikidata.org/wiki/Q2002296,Jerónimos,https://www.wikidata.org/wiki/Q10306766,03-05Jeronimos,calle de Antonio Maura,https://www.wikidata.org/wiki/Q29566726,CalleDeAntonioMaura, Calle De Antonio Maura 15,CalleDeAntonioMaura15,15,BiciMAD,https://www.wikidata.org/wiki/Q17402113,24,-3.6893825,40.4166859
67,2014-06-26T00:00:00Z,Centro,https://www.wikidata.org/wiki/Q1763376,Cortes,https://www.wikidata.org/wiki/Q2535637,01-03Cortes, Calle De Almaden,,CalleDeAlmaden, Calle De Almaden 28,CalleDeAlmaden28,28,BiciMAD,https://www.wikidata.org/wiki/Q17402113,24,-3.6931349,40.410829
68,2014-06-26T00:00:00Z,Retiro,https://www.wikidata.org/wiki/Q2002296,Jerónimos,https://www.wikidata.org/wiki/Q10306766,03-05Jeronimos, Calle De Espalter,,CalleDeEspalter, Calle De Espalter 1,CalleDeEspalter1,1,BiciMAD,https://www.wikidata.org/wiki/Q17402113,21,-3.6911649,40.412781
69,2014-06-26T00:00:00Z,Retiro,https://www.wikidata.org/wiki/Q2002296,Jerónimos,https://www.wikidata.org/wiki/Q10306766,03-05Jeronimos,calle de Alfonso XII,https://www.wikidata.org/wiki/Q5659170,CalleDeAlfonsoXii, Calle De Alfonso Xii 54,CalleDeAlfonsoXii54,54,BiciMAD,https://www.wikidata.org/wiki/Q17402113,27,-3.6888669,40.4100609
70,2014-06-26T00:00:00Z,Retiro,https://www.wikidata.org/wiki/Q2002296,Jerónimos,https://www.wikidata.org/wiki/Q10306766,03-05Jeronimos,avenida de Menéndez Pelayo,https://www.wikidata.org/wiki/Q28936960,AvenidaDeMenendezPelayo, Avenida De Menendez Pelayo 63,AvenidaDeMenendezPelayo63,63,BiciMAD,https://www.wikidata.org/wiki/Q17402113,24,-3.6777994,40.4152203
71,2014-06-26T00:00:00Z,Retiro,https://www.wikidata.org/wiki/Q2002296,Niño Jesús,https://www.wikidata.org/wiki/Q3773746,03-06NinnoJesus,calle del Doce de Octubre,https://www.wikidata.org/wiki/Q118724987,CalleDelDoceDeOctubre, Calle Del Doce De Octubre 28,CalleDelDoceDeOctubre28,28,BiciMAD,https://www.wikidata.org/wiki/Q17402113,24,-3.674021,40.4160054
72,2014-06-26T00:00:00Z,Retiro,https://www.wikidata.org/wiki/Q2002296,Niño Jesús,https://www.wikidata.org/wiki/Q3773746,03-06NinnoJesus,calle del Doctor Esquerdo,https://www.wikidata.org/wiki/Q5741005,CalleDelDoctorEsquerdo, Calle Del Doctor Esquerdo 62,CalleDelDoctorEsquerdo62,62,BiciMAD,https://www.wikidata.org/wiki/Q17402113,24,-3.669623,40.415721
76,2014-06-26T00:00:00Z,Retiro,https://www.wikidata.org/wiki/Q2002296,Niño Jesús,https://www.wikidata.org/wiki/Q3773746,03-06NinnoJesus,avenida del Mediterráneo,https://www.wikidata.org/wiki/Q57739480,AvenidaDelMediterraneo, Avenida Del Mediterraneo 19,AvenidaDelMediterraneo19,19,BiciMAD,https://www.wikidata.org/wiki/Q17402113,24,-3.6751544,40.4072851
77,2014-06-26T00:00:00Z,Retiro,https://www.wikidata.org/wiki/Q2002296,Pacífico,https://www.wikidata.org/wiki/Q3773753,03-01Pacifico,plaza del Conde de Casal,https://www.wikidata.org/wiki/Q30342082,PlazaDelCondeDeCasal, Plaza Del Conde De Casal 8,PlazaDelCondeDeCasal8,8,BiciMAD,https://www.wikidata.org/wiki/Q17402113,22,-3.6707742,40.4063347
78,2014-06-26T00:00:00Z,Retiro,https://www.wikidata.org/wiki/Q2002296,Adelfas,https://www.wikidata.org/wiki/Q3774001,03-02Adelfas, Calle Del Cerro De La Plata,,CalleDelCerroDeLaPlata, Calle Del Cerro De La Plata 2,CalleDelCerroDeLaPlata2,2,BiciMAD,https://www.wikidata.org/wiki/Q17402113,24,-3.6745783,40.4005704
79,2014-06-26T00:00:00Z,Retiro,https://www.wikidata.org/wiki/Q2002296,Pacífico,https://www.wikidata.org/wiki/Q3773753,03-01Pacifico,avenida de Menéndez Pelayo,https://www.wikidata.org/wiki/Q28936960,AvenidaDeMenendezPelayo, Avenida De Menendez Pelayo 38,AvenidaDeMenendezPelayo38,38,BiciMAD,https://www.wikidata.org/wiki/Q17402113,24,-3.6805524,40.4050482
82,2014-06-26T00:00:00Z,Retiro,https://www.wikidata.org/wiki/Q2002296,Estrella,https://www.wikidata.org/wiki/Q3773738,03-03Estrella,calle de la Lira,https://www.wikidata.org/wiki/Q56167668,CalleDeLaLira, Calle De La Lira 2,CalleDeLaLira2,2,BiciMAD,https://www.wikidata.org/wiki/Q17402113,24,-3.669683,40.4084793
83,2014-06-26T00:00:00Z,Retiro,https://www.wikidata.org/wiki/Q2002296,Niño Jesús,https://www.wikidata.org/wiki/Q3773746,03-06NinnoJesus,calle de Pío Baroja,https://www.wikidata.org/wiki/Q118724995,CalleDePioBaroja, Calle De Pio Baroja 8,CalleDePioBaroja8,8,BiciMAD,https://www.wikidata.org/wiki/Q17402113,24,-3.6745339,40.4132589
84,2014-06-26T00:00:00Z,Retiro,https://www.wikidata.org/wiki/Q2002296,Adelfas,https://www.wikidata.org/wiki/Q3774001,03-02Adelfas,calle del Doctor Esquerdo,https://www.wikidata.org/wiki/Q5741005,CalleDelDoctorEsquerdo, Calle Del Doctor Esquerdo 191,CalleDelDoctorEsquerdo191,191,BiciMAD,https://www.wikidata.org/wiki/Q17402113,24,-3.6726923,40.4033695
85,2014-06-26T00:00:00Z,Retiro,https://www.wikidata.org/wiki/Q2002296,Jerónimos,https://www.wikidata.org/wiki/Q10306766,03-05Jeronimos,avenida de Menéndez Pelayo,https://www.wikidata.org/wiki/Q28936960,AvenidaDeMenendezPelayo, Avenida De Menendez Pelayo 9,AvenidaDeMenendezPelayo9,9,BiciMAD,https://www.wikidata.org/wiki/Q17402113,27,-3.6799299,40.4211415
87,2014-06-26T00:00:00Z,Salamanca,https://www.wikidata.org/wiki/Q1773521,Recoletos,https://www.wikidata.org/wiki/Q3814551,04-01Recoletos,calle de Ayala,https://www.wikidata.org/wiki/Q28052812,CalleDeAyala, Calle De Ayala 44,CalleDeAyala44,44,BiciMAD,https://www.wikidata.org/wiki/Q17402113,24,-3.6835631,40.4276717
88,2014-06-26T00:00:00Z,Salamanca,https://www.wikidata.org/wiki/Q1773521,Castellana,https://www.wikidata.org/wiki/Q4781,04-06Castellana,calle de Velázquez,https://www.wikidata.org/wiki/Q20031523,CalleDeVelazquez, Calle De Velazquez 73,CalleDeVelazquez73,73,BiciMAD,https://www.wikidata.org/wiki/Q17402113,24,-3.6837471,40.4312077
89,2014-06-26T00:00:00Z,Salamanca,https://www.wikidata.org/wiki/Q1773521,Goya,https://www.wikidata.org/wiki/Q3814578,04-02Goya,calle de Ayala,https://www.wikidata.org/wiki/Q28052812,CalleDeAyala, Calle De Ayala 102,CalleDeAyala102,102,BiciMAD,https://www.wikidata.org/wiki/Q17402113,24,-3.6751716,40.4272628
90,2014-06-26T00:00:00Z,Salamanca,https://www.wikidata.org/wiki/Q1773521,Recoletos,https://www.wikidata.org/wiki/Q3814551,04-01Recoletos,calle de Goya,https://www.wikidata.org/wiki/Q28015873,CalleDeGoya, Calle De Goya 18,CalleDeGoya18,18,BiciMAD,https://www.wikidata.org/wiki/Q17402113,24,-3.6837297,40.4250878
090ampliacion,2018-01-18T00:00:00Z,Salamanca,https://www.wikidata.org/wiki/Q1773521,Recoletos,https://www.wikidata.org/wiki/Q3814551,04-01Recoletos,calle de Goya,https://www.wikidata.org/wiki/Q28015873,CalleDeGoya, Calle De Goya 20,CalleDeGoya20,20,BiciMAD,https://www.wikidata.org/wiki/Q17402113,6,-3.6835613,40.4250791
91,2014-06-26T00:00:00Z,Salamanca,https://www.wikidata.org/wiki/Q1773521,Goya,https://www.wikidata.org/wiki/Q3814578,04-02Goya,calle de Hermosilla,https://www.wikidata.org/wiki/Q28052826,CalleDeHermosilla, Calle De Hermosilla 73,CalleDeHermosilla73,73,BiciMAD,https://www.wikidata.org/wiki/Q17402113,24,-3.6788203,40.4261113
92,2014-06-26T00:00:00Z,Salamanca,https://www.wikidata.org/wiki/Q1773521,Recoletos,https://www.wikidata.org/wiki/Q3814551,04-01Recoletos,calle de Claudio Coello,https://www.wikidata.org/wiki/Q28059043,CalleDeClaudioCoello, Calle De Claudio Coello 45,CalleDeClaudioCoello45,45,BiciMAD,https://www.wikidata.org/wiki/Q17402113,24,-3.6864821,40.4262237
